HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,Parkinglot_Group
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,324778,"(400, 600]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,90707,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,196460,"(400, 600]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,212389,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,258079,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,110619,"(400, 600]"
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,60176,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,325663,"(800, 1000]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,169026,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,132743,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,188495,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,183185,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,"(800, 1000]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,349557,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,176991,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,168141,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,283185,"(600, 800]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,345132,"(1000, 1200]"
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,101769,"(0, 200]"
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,105309,"(0, 200]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,78318,
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,115044,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,294690,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,318584,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,197345,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,315929,"(1200, 1400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,234513,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,188495,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,176991,"(400, 600]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,287610,"(1200, 1400]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1291,463716,"(1000, 1200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,300884,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,"(800, 1000]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,165486,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,210619,"(0, 200]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,178761,"(200, 400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,162831,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,383185,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,146017,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,318584,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,243362,"(400, 600]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,121238,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504,"(600, 800]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,81415,
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,199115,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,274336,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,274336,"(200, 400]"
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,88495,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,309734,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,215044,
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,70796,"(0, 200]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,104867,
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,247787,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,252212,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,203539,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,154867,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,469026,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,338053,"(200, 400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,228318,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,201769,"(600, 800]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,415044,"(1200, 1400]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,198451,"(200, 400]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,414159,"(1000, 1200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,154867,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,149557,"(400, 600]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,309734,"(1000, 1200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,167256,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,95575,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,300884,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,260707,"(800, 1000]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,171681,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,247787,"(400, 600]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,296460,"(1200, 1400]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,39823,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,352212,"(800, 1000]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,200522,"(200, 400]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,172566,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,"(800, 1000]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831,"(200, 400]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,192035,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,348672,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,310309,"(1200, 1400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,141592,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74672,"(600, 800]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,314159,"(400, 600]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,261061,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,243362,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,161061,
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,206194,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,169469,"(600, 800]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,108849,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,207522,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,131858,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,371681,"(400, 600]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,242035,"(1000, 1200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,157522,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,318584,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,261061,"(600, 800]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,305309,"(400, 600]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,115044,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,96469,"(800, 1000]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,172566,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,232743,"(600, 800]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,159292,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,95575,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,148672,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,212389,"(1200, 1400]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,83185,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,331858,"(800, 1000]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,165486,
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,163716,
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,296460,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,90707,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,197345,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,216814,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,292035,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,414159,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,169026,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,225663,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,371681,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,344247,"(800, 1000]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,247787,"(400, 600]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,237168,"(600, 800]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,305309,"(200, 400]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,398230,"(1000, 1200]"
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,126548,
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,464601,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74256,"(600, 800]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,43362,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,223893,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1256,469026,"(200, 400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,209734,
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,269911,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,102601,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,353982,"(1200, 1400]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,75221,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,283185,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,155752,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,176991,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,203539,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,303982,"(200, 400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,203539,"(600, 800]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,123893,
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,316814,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,358407,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73442,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,102212,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,210176,
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,318584,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,90707,"(400, 600]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,149619,"(200, 400]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,252654,"(0, 200]"
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,282300,"(200, 400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,380530,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,190707,"(600, 800]"
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,60176,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,117256,"(400, 600]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,171681,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,252212,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,159292,
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,125663,"(0, 200]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,271681,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,192920,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,277256,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,245132,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,"(800, 1000]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,70796,"(0, 200]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,181415,"(400, 600]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,138938,"(0, 200]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,58407,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,207079,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,168141,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,181415,"(1200, 1400]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,72256,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,206194,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831,"(200, 400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,172566,"(0, 200]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,267256,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,"(800, 1000]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,255752,"(1000, 1200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,336283,"(1200, 1400]"
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,64601,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,361946,"(200, 400]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,120353,
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,408849,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,250176,"(800, 1000]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,63716,
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,159292,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,258079,"(800, 1000]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,155752,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,250176,"(800, 1000]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,280530,"(1200, 1400]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,"(800, 1000]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,371681,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,168141,"(400, 600]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,346017,"(1000, 1200]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,91150,
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,432743,"(600, 800]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,345132,"(1000, 1200]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,256637,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,271681,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,254867,"(400, 600]"
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,271681,"(1000, 1200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442,"(800, 1000]"
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,104424,"(0, 200]"
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,157079,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,138495,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,389380,"(1200, 1400]"
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,349557,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,194690,"(400, 600]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,446902,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,189380,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,215044,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,259292,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,144752,"(800, 1000]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,185840,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,230088,
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,173451,"(600, 800]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,274336,"(600, 800]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,143362,
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,258407,"(0, 200]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,"(800, 1000]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,285840,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,180088,"(400, 600]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,162831,
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,174336,"(200, 400]"
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,207964,"(0, 200]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,370796,"(600, 800]"
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,408849,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,252814,"(800, 1000]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,79646,
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,190265,"(400, 600]"
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105309,"(0, 200]"
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,379203,"(1200, 1400]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,225663,"(400, 600]"
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,216814,"(0, 200]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,36283,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442,"(800, 1000]"
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,162831,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,254867,"(400, 600]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,70796,
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,409734,"(600, 800]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,331858,"(1200, 1400]"
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,57522,
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,119469,
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,318584,"(1200, 1400]"
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,260176,"(400, 600]"
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,343362,"(400, 600]"
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,208849,"(1200, 1400]"
